team1;team2;goals1;goals2;pen1;pen2;idx
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;2;1;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;0;0;ND;ND;22
Tunisia;France;2;3;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;1;0;ND;ND;26
Spain;Germany;2;2;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;2;2;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;4;1;ND;ND;31
Morocco;Croatia;0;4;ND;ND;32
Belgium;Morocco;2;0;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;0;2;ND;ND;35
Canada;Morocco;4;2;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;3;1;ND;ND;38
Brazil;Switzerland;3;0;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;0;5;ND;ND;41
Serbia;Switzerland;1;2;ND;ND;42
Portugal;Ghana;0;1;ND;ND;43
Uruguay;South_Korea;4;0;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;1;2;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;United_States;2;1;ND;ND;49
Poland;France;1;4;ND;ND;50
Germany;Croatia;2;0;ND;ND;51
Brazil;Portugal;2;0;ND;ND;52
Senegal;Iran;1;2;ND;ND;53
Argentina;Denmark;1;0;ND;ND;54
Costa_Rica;Belgium;2;4;ND;ND;55
Switzerland;Uruguay;0;3;ND;ND;56
Netherlands;France;0;1;ND;ND;57
Germany;Brazil;2;1;ND;ND;58
Iran;Argentina;0;3;ND;ND;59
Belgium;Uruguay;1;0;ND;ND;60
France;Germany;1;2;ND;ND;61
Argentina;Belgium;3;1;ND;ND;62
France;Belgium;1;0;ND;ND;63
Germany;Argentina;1;0;ND;ND;64
Qatar;Ecuador;2;1;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;2;1;ND;ND;3
Netherlands;Ecuador;0;0;ND;ND;4
Netherlands;Qatar;0;2;ND;ND;5
Ecuador;Senegal;2;0;ND;ND;6
England;Iran;1;1;ND;ND;7
United_States;Wales;1;2;ND;ND;8
England;United_States;1;0;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;1;1;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;0;2;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;1;1;ND;ND;20
France;Denmark;0;2;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;2;ND;ND;23
Australia;Denmark;0;0;ND;ND;24
Spain;Costa_Rica;1;0;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;2;1;ND;ND;27
Japan;Costa_Rica;3;1;ND;ND;28
Japan;Spain;2;3;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;0;0;ND;ND;31
Morocco;Croatia;2;2;ND;ND;32
Belgium;Morocco;0;0;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;0;2;ND;ND;35
Canada;Morocco;0;0;ND;ND;36
Brazil;Serbia;0;0;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;2;1;ND;ND;39
Cameroon;Serbia;0;1;ND;ND;40
Cameroon;Brazil;1;5;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;0;0;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;3;1;ND;ND;45
South_Korea;Ghana;1;0;ND;ND;46
South_Korea;Portugal;0;1;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Qatar;England;3;4;ND;ND;49
Argentina;Denmark;3;2;ND;ND;50
Spain;Croatia;1;2;ND;ND;51
Brazil;Uruguay;3;1;ND;ND;52
Ecuador;Wales;3;1;ND;ND;53
Poland;France;0;1;ND;ND;54
Japan;Belgium;1;1;4;3;55
Switzerland;Portugal;2;0;ND;ND;56
England;Argentina;0;1;ND;ND;57
Croatia;Brazil;1;0;ND;ND;58
Ecuador;France;1;1;1;4;59
Japan;Switzerland;1;2;ND;ND;60
Argentina;Croatia;3;2;ND;ND;61
France;Switzerland;2;3;ND;ND;62
Croatia;France;2;1;ND;ND;63
Argentina;Switzerland;2;1;ND;ND;64
Qatar;Ecuador;1;1;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;1;2;ND;ND;3
Netherlands;Ecuador;4;2;ND;ND;4
Netherlands;Qatar;4;0;ND;ND;5
Ecuador;Senegal;4;2;ND;ND;6
England;Iran;1;1;ND;ND;7
United_States;Wales;1;0;ND;ND;8
England;United_States;2;1;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;1;2;ND;ND;11
Iran;United_States;1;0;ND;ND;12
Argentina;Saudi_Arabia;4;0;ND;ND;13
Mexico;Poland;4;1;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;0;3;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;3;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;3;0;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;2;0;ND;ND;27
Japan;Costa_Rica;2;0;ND;ND;28
Japan;Spain;2;0;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;3;0;ND;ND;31
Morocco;Croatia;0;1;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;5;1;ND;ND;34
Croatia;Belgium;2;3;ND;ND;35
Canada;Morocco;4;0;ND;ND;36
Brazil;Serbia;2;1;ND;ND;37
Switzerland;Cameroon;3;0;ND;ND;38
Brazil;Switzerland;1;0;ND;ND;39
Cameroon;Serbia;0;1;ND;ND;40
Cameroon;Brazil;0;4;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;1;2;ND;ND;46
South_Korea;Portugal;0;2;ND;ND;47
Ghana;Uruguay;1;0;ND;ND;48
Netherlands;Iran;2;0;ND;ND;49
Argentina;Denmark;4;0;ND;ND;50
Japan;Croatia;2;2;5;6;51
Brazil;Ghana;4;0;ND;ND;52
Ecuador;England;2;0;ND;ND;53
Mexico;France;2;3;ND;ND;54
Spain;Belgium;1;1;5;4;55
Switzerland;Portugal;1;1;4;5;56
Netherlands;Argentina;2;0;ND;ND;57
Croatia;Brazil;1;2;ND;ND;58
Ecuador;France;0;2;ND;ND;59
Spain;Portugal;2;0;ND;ND;60
Netherlands;Brazil;2;2;5;4;61
France;Spain;2;3;ND;ND;62
Brazil;France;2;1;ND;ND;63
Netherlands;Spain;1;1;4;5;64
Qatar;Ecuador;0;2;ND;ND;1
Senegal;Netherlands;1;0;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;3;1;ND;ND;4
Netherlands;Qatar;4;0;ND;ND;5
Ecuador;Senegal;0;0;ND;ND;6
England;Iran;1;1;ND;ND;7
United_States;Wales;3;3;ND;ND;8
England;United_States;2;2;ND;ND;9
Wales;Iran;1;2;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;2;0;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;0;1;ND;ND;16
Poland;Argentina;3;2;ND;ND;17
Saudi_Arabia;Mexico;1;2;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;0;0;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;2;2;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;0;3;ND;ND;30
Belgium;Canada;4;1;ND;ND;31
Morocco;Croatia;0;1;ND;ND;32
Belgium;Morocco;2;2;ND;ND;33
Croatia;Canada;0;0;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;1;1;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;1;1;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;2;0;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;3;0;ND;ND;44
Portugal;Uruguay;0;1;ND;ND;45
South_Korea;Ghana;0;2;ND;ND;46
South_Korea;Portugal;0;4;ND;ND;47
Ghana;Uruguay;0;2;ND;ND;48
Senegal;England;3;4;ND;ND;49
Argentina;Denmark;0;1;ND;ND;50
Germany;Croatia;2;2;4;5;51
Brazil;Portugal;4;0;ND;ND;52
Netherlands;Iran;0;1;ND;ND;53
Mexico;France;0;1;ND;ND;54
Spain;Belgium;1;1;5;4;55
Serbia;Uruguay;2;1;ND;ND;56
England;Denmark;0;0;1;3;57
Croatia;Brazil;0;3;ND;ND;58
Iran;France;1;1;3;0;59
Spain;Serbia;2;0;ND;ND;60
Denmark;Brazil;0;1;ND;ND;61
Iran;Spain;0;1;ND;ND;62
Denmark;Iran;1;2;ND;ND;63
Brazil;Spain;0;2;ND;ND;64
Qatar;Ecuador;3;3;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;2;1;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;1;1;ND;ND;6
England;Iran;1;2;ND;ND;7
United_States;Wales;1;0;ND;ND;8
England;United_States;4;1;ND;ND;9
Wales;Iran;2;1;ND;ND;10
Wales;England;3;1;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;2;1;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;3;0;ND;ND;16
Poland;Argentina;2;4;ND;ND;17
Saudi_Arabia;Mexico;0;1;ND;ND;18
France;Australia;4;0;ND;ND;19
Denmark;Tunisia;2;2;ND;ND;20
France;Denmark;2;3;ND;ND;21
Tunisia;Australia;3;2;ND;ND;22
Tunisia;France;2;5;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;2;0;ND;ND;26
Spain;Germany;1;2;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;2;2;ND;ND;29
Costa_Rica;Germany;0;2;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;1;2;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;2;1;ND;ND;34
Croatia;Belgium;1;3;ND;ND;35
Canada;Morocco;1;1;ND;ND;36
Brazil;Serbia;1;1;ND;ND;37
Switzerland;Cameroon;2;1;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;4;0;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;1;0;ND;ND;45
South_Korea;Ghana;3;1;ND;ND;46
South_Korea;Portugal;2;2;ND;ND;47
Ghana;Uruguay;0;4;ND;ND;48
Netherlands;Iran;3;0;ND;ND;49
Argentina;France;2;1;ND;ND;50
Germany;Croatia;3;1;ND;ND;51
Brazil;South_Korea;1;1;10;11;52
Senegal;Wales;0;0;4;3;53
Mexico;Denmark;1;1;4;2;54
Spain;Belgium;1;2;ND;ND;55
Switzerland;Portugal;1;1;4;3;56
Netherlands;Argentina;0;2;ND;ND;57
Germany;South_Korea;3;2;ND;ND;58
Senegal;Mexico;1;3;ND;ND;59
Belgium;Switzerland;1;1;5;4;60
Argentina;Germany;1;1;8;7;61
Mexico;Belgium;0;0;5;4;62
Germany;Belgium;1;0;ND;ND;63
Argentina;Mexico;0;2;ND;ND;64
Qatar;Ecuador;2;1;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;0;1;ND;ND;4
Netherlands;Qatar;3;0;ND;ND;5
Ecuador;Senegal;2;0;ND;ND;6
England;Iran;2;0;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;2;1;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;2;1;ND;ND;12
Argentina;Saudi_Arabia;2;1;ND;ND;13
Mexico;Poland;1;2;ND;ND;14
Argentina;Mexico;1;3;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;3;ND;ND;17
Saudi_Arabia;Mexico;0;1;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;3;0;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;1;2;ND;ND;22
Tunisia;France;1;1;ND;ND;23
Australia;Denmark;2;3;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;0;0;ND;ND;27
Japan;Costa_Rica;3;0;ND;ND;28
Japan;Spain;1;3;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;3;2;ND;ND;32
Belgium;Morocco;4;1;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;1;0;ND;ND;35
Canada;Morocco;1;3;ND;ND;36
Brazil;Serbia;1;1;ND;ND;37
Switzerland;Cameroon;4;1;ND;ND;38
Brazil;Switzerland;5;0;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;2;2;ND;ND;41
Serbia;Switzerland;0;2;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;3;1;ND;ND;44
Portugal;Uruguay;2;1;ND;ND;45
South_Korea;Ghana;3;0;ND;ND;46
South_Korea;Portugal;2;0;ND;ND;47
Ghana;Uruguay;1;2;ND;ND;48
Netherlands;Wales;2;2;5;3;49
Argentina;France;1;0;ND;ND;50
Spain;Belgium;2;1;ND;ND;51
Switzerland;Uruguay;0;1;ND;ND;52
Ecuador;England;1;1;9;8;53
Mexico;Denmark;0;1;ND;ND;54
Japan;Morocco;1;2;ND;ND;55
Brazil;South_Korea;0;0;0;3;56
Netherlands;Argentina;1;1;3;4;57
Spain;Uruguay;0;1;ND;ND;58
Ecuador;Denmark;1;1;4;5;59
Morocco;South_Korea;1;0;ND;ND;60
Argentina;Uruguay;1;1;6;5;61
Denmark;Morocco;1;0;ND;ND;62
Uruguay;Morocco;0;1;ND;ND;63
Argentina;Denmark;2;0;ND;ND;64
Qatar;Ecuador;0;3;ND;ND;1
Senegal;Netherlands;1;1;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;1;2;ND;ND;4
Netherlands;Qatar;3;0;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;2;0;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;4;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;0;0;ND;ND;12
Argentina;Saudi_Arabia;4;0;ND;ND;13
Mexico;Poland;2;3;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;5;0;ND;ND;16
Poland;Argentina;1;3;ND;ND;17
Saudi_Arabia;Mexico;2;2;ND;ND;18
France;Australia;0;0;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;1;2;ND;ND;21
Tunisia;Australia;0;2;ND;ND;22
Tunisia;France;0;4;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;3;2;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;3;1;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;0;0;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;1;0;ND;ND;35
Canada;Morocco;0;2;ND;ND;36
Brazil;Serbia;2;1;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;3;0;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;1;4;ND;ND;41
Serbia;Switzerland;2;2;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;4;0;ND;ND;44
Portugal;Uruguay;2;1;ND;ND;45
South_Korea;Ghana;2;0;ND;ND;46
South_Korea;Portugal;0;3;ND;ND;47
Ghana;Uruguay;2;0;ND;ND;48
Ecuador;Wales;0;0;4;2;49
Argentina;France;4;0;ND;ND;50
Spain;Belgium;0;3;ND;ND;51
Brazil;Uruguay;2;1;ND;ND;52
Netherlands;England;1;3;ND;ND;53
Poland;Denmark;0;2;ND;ND;54
Germany;Croatia;2;1;ND;ND;55
Serbia;Portugal;0;1;ND;ND;56
Ecuador;Argentina;0;0;3;5;57
Belgium;Brazil;1;2;ND;ND;58
England;Denmark;1;0;ND;ND;59
Germany;Portugal;2;1;ND;ND;60
Argentina;Brazil;1;2;ND;ND;61
England;Germany;1;1;4;5;62
Argentina;England;1;2;ND;ND;63
Brazil;Germany;1;3;ND;ND;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;0;4;ND;ND;2
Qatar;Senegal;0;1;ND;ND;3
Netherlands;Ecuador;4;1;ND;ND;4
Netherlands;Qatar;0;0;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;3;3;ND;ND;9
Wales;Iran;3;0;ND;ND;10
Wales;England;3;3;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;2;1;ND;ND;14
Argentina;Mexico;3;2;ND;ND;15
Poland;Saudi_Arabia;0;0;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;0;3;ND;ND;18
France;Australia;1;1;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;0;1;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;1;4;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;1;0;ND;ND;25
Germany;Japan;0;1;ND;ND;26
Spain;Germany;0;0;ND;ND;27
Japan;Costa_Rica;2;1;ND;ND;28
Japan;Spain;1;1;ND;ND;29
Costa_Rica;Germany;1;4;ND;ND;30
Belgium;Canada;0;0;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;2;2;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;0;1;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;1;1;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;2;0;ND;ND;42
Portugal;Ghana;3;0;ND;ND;43
Uruguay;South_Korea;3;1;ND;ND;44
Portugal;Uruguay;1;0;ND;ND;45
South_Korea;Ghana;0;2;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;2;2;ND;ND;48
Netherlands;England;2;2;0;3;49
Argentina;France;0;0;6;5;50
Japan;Morocco;0;0;3;4;51
Brazil;Uruguay;1;2;ND;ND;52
Qatar;Wales;0;0;2;4;53
Mexico;Denmark;1;0;ND;ND;54
Spain;Croatia;1;0;ND;ND;55
Serbia;Portugal;1;1;3;4;56
England;Argentina;0;4;ND;ND;57
Morocco;Uruguay;0;3;ND;ND;58
Wales;Mexico;2;3;ND;ND;59
Spain;Portugal;1;1;5;4;60
Argentina;Uruguay;0;1;ND;ND;61
Mexico;Spain;2;2;3;4;62
Argentina;Mexico;0;0;6;5;63
Uruguay;Spain;1;1;1;3;64
Qatar;Ecuador;3;0;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;3;1;ND;ND;3
Netherlands;Ecuador;1;2;ND;ND;4
Netherlands;Qatar;0;3;ND;ND;5
Ecuador;Senegal;0;1;ND;ND;6
England;Iran;1;2;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;0;2;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;1;2;ND;ND;12
Argentina;Saudi_Arabia;3;2;ND;ND;13
Mexico;Poland;1;2;ND;ND;14
Argentina;Mexico;2;1;ND;ND;15
Poland;Saudi_Arabia;0;1;ND;ND;16
Poland;Argentina;0;0;ND;ND;17
Saudi_Arabia;Mexico;0;0;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;2;1;ND;ND;20
France;Denmark;3;0;ND;ND;21
Tunisia;Australia;1;2;ND;ND;22
Tunisia;France;0;0;ND;ND;23
Australia;Denmark;0;4;ND;ND;24
Spain;Costa_Rica;3;0;ND;ND;25
Germany;Japan;0;3;ND;ND;26
Spain;Germany;4;1;ND;ND;27
Japan;Costa_Rica;2;1;ND;ND;28
Japan;Spain;1;2;ND;ND;29
Costa_Rica;Germany;1;1;ND;ND;30
Belgium;Canada;0;1;ND;ND;31
Morocco;Croatia;0;0;ND;ND;32
Belgium;Morocco;3;3;ND;ND;33
Croatia;Canada;0;1;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;3;0;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;3;1;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;0;3;ND;ND;40
Cameroon;Brazil;1;2;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;2;1;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;1;0;ND;ND;45
South_Korea;Ghana;3;0;ND;ND;46
South_Korea;Portugal;1;1;ND;ND;47
Ghana;Uruguay;1;4;ND;ND;48
Qatar;Wales;3;2;ND;ND;49
Argentina;Denmark;3;0;ND;ND;50
Spain;Croatia;2;2;4;3;51
Brazil;South_Korea;1;0;ND;ND;52
Senegal;United_States;2;2;4;3;53
Saudi_Arabia;France;0;2;ND;ND;54
Japan;Canada;3;0;ND;ND;55
Switzerland;Portugal;0;0;7;6;56
Qatar;Argentina;0;2;ND;ND;57
Spain;Brazil;2;2;5;4;58
Senegal;France;1;1;4;5;59
Japan;Switzerland;1;2;ND;ND;60
Argentina;Spain;0;0;8;9;61
France;Switzerland;1;2;ND;ND;62
Argentina;France;2;1;ND;ND;63
Spain;Switzerland;4;0;ND;ND;64
Qatar;Ecuador;0;2;ND;ND;1
Senegal;Netherlands;0;5;ND;ND;2
Qatar;Senegal;1;1;ND;ND;3
Netherlands;Ecuador;3;0;ND;ND;4
Netherlands;Qatar;4;0;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;2;3;ND;ND;7
United_States;Wales;2;0;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;3;ND;ND;10
Wales;England;1;0;ND;ND;11
Iran;United_States;0;0;ND;ND;12
Argentina;Saudi_Arabia;2;1;ND;ND;13
Mexico;Poland;4;1;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;2;2;ND;ND;18
France;Australia;3;2;ND;ND;19
Denmark;Tunisia;3;1;ND;ND;20
France;Denmark;3;0;ND;ND;21
Tunisia;Australia;3;0;ND;ND;22
Tunisia;France;2;2;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;0;2;ND;ND;25
Germany;Japan;0;2;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;0;0;ND;ND;28
Japan;Spain;1;0;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;2;0;ND;ND;31
Morocco;Croatia;0;0;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;0;0;ND;ND;34
Croatia;Belgium;0;1;ND;ND;35
Canada;Morocco;0;0;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;0;0;ND;ND;39
Cameroon;Serbia;0;3;ND;ND;40
Cameroon;Brazil;0;2;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;2;1;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;1;0;ND;ND;45
South_Korea;Ghana;3;2;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;1;1;ND;ND;48
Netherlands;United_States;2;1;ND;ND;49
Argentina;Denmark;1;1;4;5;50
Japan;Croatia;0;1;ND;ND;51
Brazil;South_Korea;1;1;2;4;52
Senegal;Iran;1;0;ND;ND;53
Mexico;France;2;2;4;3;54
Germany;Belgium;0;2;ND;ND;55
Switzerland;Portugal;1;1;2;4;56
Netherlands;Denmark;1;3;ND;ND;57
Croatia;South_Korea;1;0;ND;ND;58
Senegal;Mexico;2;1;ND;ND;59
Belgium;Portugal;0;0;5;3;60
Denmark;Croatia;2;1;ND;ND;61
Senegal;Belgium;2;2;4;5;62
Croatia;Senegal;0;1;ND;ND;63
Denmark;Belgium;2;1;ND;ND;64
Qatar;Ecuador;0;2;ND;ND;1
Senegal;Netherlands;1;3;ND;ND;2
Qatar;Senegal;0;0;ND;ND;3
Netherlands;Ecuador;2;1;ND;ND;4
Netherlands;Qatar;4;2;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;0;1;ND;ND;7
United_States;Wales;2;1;ND;ND;8
England;United_States;0;0;ND;ND;9
Wales;Iran;0;0;ND;ND;10
Wales;England;1;2;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;2;2;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;2;2;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;0;0;ND;ND;18
France;Australia;3;0;ND;ND;19
Denmark;Tunisia;1;1;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
